Fold,Epoch,Checkpoint_Filename,Checkpoint_Path,Train_Loss,Val_Loss,Accuracy,Is_Final
4,1,checkpoint_epoch_001.pt,checkpoints_binary_classifier/trial_005/fold_4/checkpoint_epoch_001.pt,0.524101,0.483726,0.872377,False
4,15,checkpoint_epoch_015.pt,checkpoints_binary_classifier/trial_005/fold_4/checkpoint_epoch_015.pt,0.255718,0.243462,0.950085,False
4,30,checkpoint_epoch_030.pt,checkpoints_binary_classifier/trial_005/fold_4/checkpoint_epoch_030.pt,0.178323,0.170398,0.952354,False
4,45,checkpoint_epoch_045.pt,checkpoints_binary_classifier/trial_005/fold_4/checkpoint_epoch_045.pt,0.151102,0.146506,0.95519,False
4,60,checkpoint_epoch_060.pt,checkpoints_binary_classifier/trial_005/fold_4/checkpoint_epoch_060.pt,0.14031,0.133819,0.95519,False
4,75,checkpoint_epoch_075.pt,checkpoints_binary_classifier/trial_005/fold_4/checkpoint_epoch_075.pt,0.133623,0.128395,0.956324,False
4,90,checkpoint_epoch_090.pt,checkpoints_binary_classifier/trial_005/fold_4/checkpoint_epoch_090.pt,0.129831,0.125134,0.956324,False
4,105,checkpoint_epoch_105.pt,checkpoints_binary_classifier/trial_005/fold_4/checkpoint_epoch_105.pt,0.123986,0.123528,0.955757,False
4,120,checkpoint_epoch_120.pt,checkpoints_binary_classifier/trial_005/fold_4/checkpoint_epoch_120.pt,0.121363,0.121333,0.956324,False
4,135,checkpoint_epoch_135.pt,checkpoints_binary_classifier/trial_005/fold_4/checkpoint_epoch_135.pt,0.115414,0.120337,0.959161,False
4,150,checkpoint_epoch_150.pt,checkpoints_binary_classifier/trial_005/fold_4/checkpoint_epoch_150.pt,0.116786,0.118931,0.959728,False
4,165,checkpoint_epoch_165.pt,checkpoints_binary_classifier/trial_005/fold_4/checkpoint_epoch_165.pt,0.10999,0.118369,0.961997,False
4,180,checkpoint_epoch_180.pt,checkpoints_binary_classifier/trial_005/fold_4/checkpoint_epoch_180.pt,0.114328,0.118151,0.960862,False
4,195,checkpoint_epoch_195.pt,checkpoints_binary_classifier/trial_005/fold_4/checkpoint_epoch_195.pt,0.107911,0.117731,0.960295,False
4,210,checkpoint_epoch_210.pt,checkpoints_binary_classifier/trial_005/fold_4/checkpoint_epoch_210.pt,0.110319,0.11941,0.959728,False
4,225,checkpoint_epoch_225.pt,checkpoints_binary_classifier/trial_005/fold_4/checkpoint_epoch_225.pt,0.110672,0.116184,0.961429,False
4,240,checkpoint_epoch_240.pt,checkpoints_binary_classifier/trial_005/fold_4/checkpoint_epoch_240.pt,0.109593,0.117602,0.960862,False
4,255,checkpoint_epoch_255.pt,checkpoints_binary_classifier/trial_005/fold_4/checkpoint_epoch_255.pt,0.107021,0.117718,0.960862,False
4,262,checkpoint_epoch_262_final.pt,checkpoints_binary_classifier/trial_005/fold_4/checkpoint_epoch_262_final.pt,0.108359,0.116805,0.960862,True
