Fold,Epoch,Checkpoint_Filename,Checkpoint_Path,Train_Loss,Val_Loss,Accuracy,Is_Final
4,1,checkpoint_epoch_001.pt,checkpoints_binary_classifier/trial_006/fold_4/checkpoint_epoch_001.pt,0.696484,0.663193,0.585366,False
4,15,checkpoint_epoch_015.pt,checkpoints_binary_classifier/trial_006/fold_4/checkpoint_epoch_015.pt,0.528501,0.517893,0.857062,False
4,30,checkpoint_epoch_030.pt,checkpoints_binary_classifier/trial_006/fold_4/checkpoint_epoch_030.pt,0.403134,0.400123,0.935337,False
4,45,checkpoint_epoch_045.pt,checkpoints_binary_classifier/trial_006/fold_4/checkpoint_epoch_045.pt,0.314489,0.310003,0.948951,False
4,60,checkpoint_epoch_060.pt,checkpoints_binary_classifier/trial_006/fold_4/checkpoint_epoch_060.pt,0.251284,0.258298,0.949518,False
4,75,checkpoint_epoch_075.pt,checkpoints_binary_classifier/trial_006/fold_4/checkpoint_epoch_075.pt,0.218547,0.212626,0.949518,False
4,90,checkpoint_epoch_090.pt,checkpoints_binary_classifier/trial_006/fold_4/checkpoint_epoch_090.pt,0.197975,0.188535,0.949518,False
4,105,checkpoint_epoch_105.pt,checkpoints_binary_classifier/trial_006/fold_4/checkpoint_epoch_105.pt,0.184289,0.172955,0.949518,False
4,120,checkpoint_epoch_120.pt,checkpoints_binary_classifier/trial_006/fold_4/checkpoint_epoch_120.pt,0.175,0.160514,0.949518,False
4,135,checkpoint_epoch_135.pt,checkpoints_binary_classifier/trial_006/fold_4/checkpoint_epoch_135.pt,0.165238,0.152806,0.949518,False
4,150,checkpoint_epoch_150.pt,checkpoints_binary_classifier/trial_006/fold_4/checkpoint_epoch_150.pt,0.16464,0.148696,0.949518,False
4,165,checkpoint_epoch_165.pt,checkpoints_binary_classifier/trial_006/fold_4/checkpoint_epoch_165.pt,0.159558,0.144697,0.949518,False
4,180,checkpoint_epoch_180.pt,checkpoints_binary_classifier/trial_006/fold_4/checkpoint_epoch_180.pt,0.154516,0.140921,0.949518,False
4,195,checkpoint_epoch_195.pt,checkpoints_binary_classifier/trial_006/fold_4/checkpoint_epoch_195.pt,0.149787,0.138209,0.949518,False
4,210,checkpoint_epoch_210.pt,checkpoints_binary_classifier/trial_006/fold_4/checkpoint_epoch_210.pt,0.148708,0.135455,0.949518,False
4,225,checkpoint_epoch_225.pt,checkpoints_binary_classifier/trial_006/fold_4/checkpoint_epoch_225.pt,0.143083,0.134201,0.949518,False
4,240,checkpoint_epoch_240.pt,checkpoints_binary_classifier/trial_006/fold_4/checkpoint_epoch_240.pt,0.145397,0.13236,0.949518,False
4,255,checkpoint_epoch_255.pt,checkpoints_binary_classifier/trial_006/fold_4/checkpoint_epoch_255.pt,0.140317,0.132528,0.949518,False
4,270,checkpoint_epoch_270.pt,checkpoints_binary_classifier/trial_006/fold_4/checkpoint_epoch_270.pt,0.137219,0.130823,0.949518,False
4,285,checkpoint_epoch_285.pt,checkpoints_binary_classifier/trial_006/fold_4/checkpoint_epoch_285.pt,0.136893,0.128635,0.949518,False
4,300,checkpoint_epoch_300.pt,checkpoints_binary_classifier/trial_006/fold_4/checkpoint_epoch_300.pt,0.134078,0.129975,0.949518,False
4,315,checkpoint_epoch_315.pt,checkpoints_binary_classifier/trial_006/fold_4/checkpoint_epoch_315.pt,0.133254,0.127356,0.949518,False
4,330,checkpoint_epoch_330.pt,checkpoints_binary_classifier/trial_006/fold_4/checkpoint_epoch_330.pt,0.132079,0.127732,0.949518,False
4,345,checkpoint_epoch_345.pt,checkpoints_binary_classifier/trial_006/fold_4/checkpoint_epoch_345.pt,0.130528,0.127628,0.949518,False
4,360,checkpoint_epoch_360.pt,checkpoints_binary_classifier/trial_006/fold_4/checkpoint_epoch_360.pt,0.13117,0.126271,0.949518,False
4,375,checkpoint_epoch_375.pt,checkpoints_binary_classifier/trial_006/fold_4/checkpoint_epoch_375.pt,0.132918,0.127417,0.949518,False
4,379,checkpoint_epoch_379_final.pt,checkpoints_binary_classifier/trial_006/fold_4/checkpoint_epoch_379_final.pt,0.132047,0.126629,0.949518,True
