Fold,Epoch,Checkpoint_Filename,Checkpoint_Path,Train_Loss,Val_Loss,RMSE,R2,Q2,Is_Final
7,1,checkpoint_epoch_001.pt,/Users/sdl5_mp/Documents/GitHub/SDL5_MP/transfer_learning/checkpoints_int_Mw_best/fold_7/checkpoint_epoch_001.pt,128.755153,105.038171,105.014335,-2.882906,-2.881561,False
7,15,checkpoint_epoch_015.pt,/Users/sdl5_mp/Documents/GitHub/SDL5_MP/transfer_learning/checkpoints_int_Mw_best/fold_7/checkpoint_epoch_015.pt,38.449075,33.3616,33.718575,0.599688,0.599827,False
7,30,checkpoint_epoch_030.pt,/Users/sdl5_mp/Documents/GitHub/SDL5_MP/transfer_learning/checkpoints_int_Mw_best/fold_7/checkpoint_epoch_030.pt,36.56871,33.096087,33.51608,0.604482,0.604619,False
7,45,checkpoint_epoch_045.pt,/Users/sdl5_mp/Documents/GitHub/SDL5_MP/transfer_learning/checkpoints_int_Mw_best/fold_7/checkpoint_epoch_045.pt,35.550421,32.390367,32.912251,0.618605,0.618737,False
7,60,checkpoint_epoch_060.pt,/Users/sdl5_mp/Documents/GitHub/SDL5_MP/transfer_learning/checkpoints_int_Mw_best/fold_7/checkpoint_epoch_060.pt,34.229126,31.757902,32.235905,0.634119,0.634246,False
7,75,checkpoint_epoch_075.pt,/Users/sdl5_mp/Documents/GitHub/SDL5_MP/transfer_learning/checkpoints_int_Mw_best/fold_7/checkpoint_epoch_075.pt,33.317577,31.577024,32.08582,0.637518,0.637644,False
7,90,checkpoint_epoch_090.pt,/Users/sdl5_mp/Documents/GitHub/SDL5_MP/transfer_learning/checkpoints_int_Mw_best/fold_7/checkpoint_epoch_090.pt,33.487182,31.657595,32.18995,0.635162,0.635288,False
7,105,checkpoint_epoch_105.pt,/Users/sdl5_mp/Documents/GitHub/SDL5_MP/transfer_learning/checkpoints_int_Mw_best/fold_7/checkpoint_epoch_105.pt,32.887642,31.626366,32.152304,0.636015,0.636141,False
7,120,checkpoint_epoch_120.pt,/Users/sdl5_mp/Documents/GitHub/SDL5_MP/transfer_learning/checkpoints_int_Mw_best/fold_7/checkpoint_epoch_120.pt,32.574956,31.33364,31.908306,0.641518,0.641642,False
7,135,checkpoint_epoch_135.pt,/Users/sdl5_mp/Documents/GitHub/SDL5_MP/transfer_learning/checkpoints_int_Mw_best/fold_7/checkpoint_epoch_135.pt,32.97583,31.304739,31.888896,0.641954,0.642078,False
7,150,checkpoint_epoch_150.pt,/Users/sdl5_mp/Documents/GitHub/SDL5_MP/transfer_learning/checkpoints_int_Mw_best/fold_7/checkpoint_epoch_150.pt,32.499142,31.897002,32.427854,0.629749,0.629877,False
7,165,checkpoint_epoch_165.pt,/Users/sdl5_mp/Documents/GitHub/SDL5_MP/transfer_learning/checkpoints_int_Mw_best/fold_7/checkpoint_epoch_165.pt,32.766607,31.973361,32.476232,0.628644,0.628772,False
7,180,checkpoint_epoch_180.pt,/Users/sdl5_mp/Documents/GitHub/SDL5_MP/transfer_learning/checkpoints_int_Mw_best/fold_7/checkpoint_epoch_180.pt,32.580951,31.191674,31.748519,0.645099,0.645222,False
7,195,checkpoint_epoch_195.pt,/Users/sdl5_mp/Documents/GitHub/SDL5_MP/transfer_learning/checkpoints_int_Mw_best/fold_7/checkpoint_epoch_195.pt,32.916588,31.771276,32.268427,0.633381,0.633508,False
7,199,checkpoint_epoch_199_final.pt,/Users/sdl5_mp/Documents/GitHub/SDL5_MP/transfer_learning/checkpoints_int_Mw_best/fold_7/checkpoint_epoch_199_final.pt,32.450975,31.291337,31.856746,0.642676,0.642799,True
