Fold,Epoch,Checkpoint_Filename,Checkpoint_Path,Train_Loss,Val_Loss,Accuracy,Is_Final
7,1,checkpoint_epoch_001.pt,checkpoints_binary_classifier/trial_007/fold_7/checkpoint_epoch_001.pt,0.928021,0.60766,0.80874,False
7,15,checkpoint_epoch_015.pt,checkpoints_binary_classifier/trial_007/fold_7/checkpoint_epoch_015.pt,0.172103,0.139633,0.958002,False
7,30,checkpoint_epoch_030.pt,checkpoints_binary_classifier/trial_007/fold_7/checkpoint_epoch_030.pt,0.137701,0.124618,0.9563,False
7,45,checkpoint_epoch_045.pt,checkpoints_binary_classifier/trial_007/fold_7/checkpoint_epoch_045.pt,0.128428,0.122534,0.958002,False
7,60,checkpoint_epoch_060.pt,checkpoints_binary_classifier/trial_007/fold_7/checkpoint_epoch_060.pt,0.119688,0.115703,0.958002,False
7,75,checkpoint_epoch_075.pt,checkpoints_binary_classifier/trial_007/fold_7/checkpoint_epoch_075.pt,0.116758,0.11258,0.96084,False
7,90,checkpoint_epoch_090.pt,checkpoints_binary_classifier/trial_007/fold_7/checkpoint_epoch_090.pt,0.115281,0.112443,0.962543,False
7,105,checkpoint_epoch_105.pt,checkpoints_binary_classifier/trial_007/fold_7/checkpoint_epoch_105.pt,0.107557,0.111844,0.962543,False
7,120,checkpoint_epoch_120.pt,checkpoints_binary_classifier/trial_007/fold_7/checkpoint_epoch_120.pt,0.10562,0.114799,0.96084,False
7,135,checkpoint_epoch_135.pt,checkpoints_binary_classifier/trial_007/fold_7/checkpoint_epoch_135.pt,0.102262,0.110021,0.961407,False
7,150,checkpoint_epoch_150.pt,checkpoints_binary_classifier/trial_007/fold_7/checkpoint_epoch_150.pt,0.104887,0.109834,0.961407,False
7,159,checkpoint_epoch_159_final.pt,checkpoints_binary_classifier/trial_007/fold_7/checkpoint_epoch_159_final.pt,0.105278,0.110393,0.96084,True
