Fold,RMSE,R2,Q2,Stop_Epoch,Model_Path
0,34.72834777832031,0.7358685731887817,0.73588973,102,/Users/sdl5_mp/Documents/GitHub/melting_point_2026/MW/artifacts_threshold/general_best_LowMW_RDKit_60(split)_MW(label)_70(threshold)/general_best_fold_0.pt
1,37.15278625488281,0.711694061756134,0.7117727,124,/Users/sdl5_mp/Documents/GitHub/melting_point_2026/MW/artifacts_threshold/general_best_LowMW_RDKit_60(split)_MW(label)_70(threshold)/general_best_fold_1.pt
2,35.90206527709961,0.7171987891197205,0.71731925,105,/Users/sdl5_mp/Documents/GitHub/melting_point_2026/MW/artifacts_threshold/general_best_LowMW_RDKit_60(split)_MW(label)_70(threshold)/general_best_fold_2.pt
3,35.668792724609375,0.7268886566162109,0.7270067,142,/Users/sdl5_mp/Documents/GitHub/melting_point_2026/MW/artifacts_threshold/general_best_LowMW_RDKit_60(split)_MW(label)_70(threshold)/general_best_fold_3.pt
4,34.56795120239258,0.716550350189209,0.71699035,105,/Users/sdl5_mp/Documents/GitHub/melting_point_2026/MW/artifacts_threshold/general_best_LowMW_RDKit_60(split)_MW(label)_70(threshold)/general_best_fold_4.pt
5,35.54503631591797,0.7257676124572754,0.72588384,97,/Users/sdl5_mp/Documents/GitHub/melting_point_2026/MW/artifacts_threshold/general_best_LowMW_RDKit_60(split)_MW(label)_70(threshold)/general_best_fold_5.pt
6,35.167762756347656,0.7226986289024353,0.7230354,71,/Users/sdl5_mp/Documents/GitHub/melting_point_2026/MW/artifacts_threshold/general_best_LowMW_RDKit_60(split)_MW(label)_70(threshold)/general_best_fold_6.pt
7,33.18793487548828,0.7609994411468506,0.7610483,158,/Users/sdl5_mp/Documents/GitHub/melting_point_2026/MW/artifacts_threshold/general_best_LowMW_RDKit_60(split)_MW(label)_70(threshold)/general_best_fold_7.pt
8,37.011871337890625,0.7103370428085327,0.71035326,126,/Users/sdl5_mp/Documents/GitHub/melting_point_2026/MW/artifacts_threshold/general_best_LowMW_RDKit_60(split)_MW(label)_70(threshold)/general_best_fold_8.pt
9,35.69734573364258,0.7098309993743896,0.7102217,189,/Users/sdl5_mp/Documents/GitHub/melting_point_2026/MW/artifacts_threshold/general_best_LowMW_RDKit_60(split)_MW(label)_70(threshold)/general_best_fold_9.pt
