Fold,Epoch,Checkpoint_Filename,Checkpoint_Path,Train_Loss,Val_Loss,Accuracy,Is_Final
5,1,checkpoint_epoch_001.pt,checkpoints_binary_classifier/trial_015/fold_5/checkpoint_epoch_001.pt,0.734063,0.587942,0.837684,False
5,15,checkpoint_epoch_015.pt,checkpoints_binary_classifier/trial_015/fold_5/checkpoint_epoch_015.pt,0.201115,0.167662,0.957435,False
5,30,checkpoint_epoch_030.pt,checkpoints_binary_classifier/trial_015/fold_5/checkpoint_epoch_030.pt,0.171853,0.141518,0.957435,False
5,45,checkpoint_epoch_045.pt,checkpoints_binary_classifier/trial_015/fold_5/checkpoint_epoch_045.pt,0.15963,0.131421,0.957435,False
5,60,checkpoint_epoch_060.pt,checkpoints_binary_classifier/trial_015/fold_5/checkpoint_epoch_060.pt,0.150892,0.12891,0.957435,False
5,75,checkpoint_epoch_075.pt,checkpoints_binary_classifier/trial_015/fold_5/checkpoint_epoch_075.pt,0.143072,0.124045,0.957435,False
5,90,checkpoint_epoch_090.pt,checkpoints_binary_classifier/trial_015/fold_5/checkpoint_epoch_090.pt,0.136133,0.121712,0.957435,False
5,105,checkpoint_epoch_105.pt,checkpoints_binary_classifier/trial_015/fold_5/checkpoint_epoch_105.pt,0.13464,0.119236,0.957435,False
5,120,checkpoint_epoch_120.pt,checkpoints_binary_classifier/trial_015/fold_5/checkpoint_epoch_120.pt,0.127693,0.119045,0.956867,False
5,135,checkpoint_epoch_135.pt,checkpoints_binary_classifier/trial_015/fold_5/checkpoint_epoch_135.pt,0.125967,0.117338,0.9563,False
5,150,checkpoint_epoch_150.pt,checkpoints_binary_classifier/trial_015/fold_5/checkpoint_epoch_150.pt,0.12458,0.115533,0.957435,False
5,165,checkpoint_epoch_165.pt,checkpoints_binary_classifier/trial_015/fold_5/checkpoint_epoch_165.pt,0.123618,0.115332,0.957435,False
5,180,checkpoint_epoch_180.pt,checkpoints_binary_classifier/trial_015/fold_5/checkpoint_epoch_180.pt,0.122869,0.114243,0.958002,False
5,195,checkpoint_epoch_195.pt,checkpoints_binary_classifier/trial_015/fold_5/checkpoint_epoch_195.pt,0.121017,0.114314,0.958002,False
5,210,checkpoint_epoch_210.pt,checkpoints_binary_classifier/trial_015/fold_5/checkpoint_epoch_210.pt,0.120809,0.113643,0.956867,False
5,223,checkpoint_epoch_223_final.pt,checkpoints_binary_classifier/trial_015/fold_5/checkpoint_epoch_223_final.pt,0.119321,0.114211,0.956867,True
