Fold,Epoch,Checkpoint_Filename,Checkpoint_Path,Train_Loss,Val_Loss,RMSE,R2,Q2,Is_Final
4,1,checkpoint_epoch_001.pt,/Users/sdl5_mp/Documents/GitHub/SDL5_MP/transfer_learning/checkpoints_int_Mw_best/fold_4/checkpoint_epoch_001.pt,129.196123,109.428689,110.16444,-3.295713,-3.295078,False
4,15,checkpoint_epoch_015.pt,/Users/sdl5_mp/Documents/GitHub/SDL5_MP/transfer_learning/checkpoints_int_Mw_best/fold_4/checkpoint_epoch_015.pt,38.27619,33.440804,34.39434,0.581277,0.581339,False
4,30,checkpoint_epoch_030.pt,/Users/sdl5_mp/Documents/GitHub/SDL5_MP/transfer_learning/checkpoints_int_Mw_best/fold_4/checkpoint_epoch_030.pt,36.749177,32.843863,33.791819,0.595819,0.595879,False
4,45,checkpoint_epoch_045.pt,/Users/sdl5_mp/Documents/GitHub/SDL5_MP/transfer_learning/checkpoints_int_Mw_best/fold_4/checkpoint_epoch_045.pt,35.332806,32.250559,33.044625,0.613496,0.613553,False
4,60,checkpoint_epoch_060.pt,/Users/sdl5_mp/Documents/GitHub/SDL5_MP/transfer_learning/checkpoints_int_Mw_best/fold_4/checkpoint_epoch_060.pt,34.648955,31.545969,32.344085,0.62971,0.629765,False
4,75,checkpoint_epoch_075.pt,/Users/sdl5_mp/Documents/GitHub/SDL5_MP/transfer_learning/checkpoints_int_Mw_best/fold_4/checkpoint_epoch_075.pt,33.91055,31.894999,32.677137,0.622045,0.622101,False
4,90,checkpoint_epoch_090.pt,/Users/sdl5_mp/Documents/GitHub/SDL5_MP/transfer_learning/checkpoints_int_Mw_best/fold_4/checkpoint_epoch_090.pt,32.984837,31.236059,32.031473,0.636833,0.636887,False
4,105,checkpoint_epoch_105.pt,/Users/sdl5_mp/Documents/GitHub/SDL5_MP/transfer_learning/checkpoints_int_Mw_best/fold_4/checkpoint_epoch_105.pt,32.741297,31.336302,32.032455,0.636811,0.636865,False
4,120,checkpoint_epoch_120.pt,/Users/sdl5_mp/Documents/GitHub/SDL5_MP/transfer_learning/checkpoints_int_Mw_best/fold_4/checkpoint_epoch_120.pt,32.29549,31.261464,32.00111,0.637521,0.637575,False
4,135,checkpoint_epoch_135.pt,/Users/sdl5_mp/Documents/GitHub/SDL5_MP/transfer_learning/checkpoints_int_Mw_best/fold_4/checkpoint_epoch_135.pt,31.926735,30.996964,31.734284,0.643541,0.643594,False
4,150,checkpoint_epoch_150.pt,/Users/sdl5_mp/Documents/GitHub/SDL5_MP/transfer_learning/checkpoints_int_Mw_best/fold_4/checkpoint_epoch_150.pt,31.896175,31.131492,31.845153,0.641046,0.641099,False
4,165,checkpoint_epoch_165.pt,/Users/sdl5_mp/Documents/GitHub/SDL5_MP/transfer_learning/checkpoints_int_Mw_best/fold_4/checkpoint_epoch_165.pt,31.387288,31.298198,32.044079,0.636547,0.636601,False
4,180,checkpoint_epoch_180.pt,/Users/sdl5_mp/Documents/GitHub/SDL5_MP/transfer_learning/checkpoints_int_Mw_best/fold_4/checkpoint_epoch_180.pt,31.722864,31.122464,31.814071,0.641746,0.641799,False
4,193,checkpoint_epoch_193_final.pt,/Users/sdl5_mp/Documents/GitHub/SDL5_MP/transfer_learning/checkpoints_int_Mw_best/fold_4/checkpoint_epoch_193_final.pt,32.146035,31.049167,31.773467,0.64266,0.642713,True
