Fold,Epoch,Checkpoint_Filename,Checkpoint_Path,Train_Loss,Val_Loss,Accuracy,Is_Final
9,1,checkpoint_epoch_001.pt,checkpoints_binary_classifier/trial_019/fold_9/checkpoint_epoch_001.pt,0.759552,0.593885,0.817821,False
9,15,checkpoint_epoch_015.pt,checkpoints_binary_classifier/trial_019/fold_9/checkpoint_epoch_015.pt,0.162435,0.126908,0.962543,False
9,30,checkpoint_epoch_030.pt,checkpoints_binary_classifier/trial_019/fold_9/checkpoint_epoch_030.pt,0.144009,0.114448,0.96538,False
9,45,checkpoint_epoch_045.pt,checkpoints_binary_classifier/trial_019/fold_9/checkpoint_epoch_045.pt,0.13029,0.10615,0.96538,False
9,60,checkpoint_epoch_060.pt,checkpoints_binary_classifier/trial_019/fold_9/checkpoint_epoch_060.pt,0.125939,0.10096,0.963678,False
9,75,checkpoint_epoch_075.pt,checkpoints_binary_classifier/trial_019/fold_9/checkpoint_epoch_075.pt,0.120119,0.100025,0.962543,False
9,90,checkpoint_epoch_090.pt,checkpoints_binary_classifier/trial_019/fold_9/checkpoint_epoch_090.pt,0.113702,0.097468,0.964245,False
9,105,checkpoint_epoch_105.pt,checkpoints_binary_classifier/trial_019/fold_9/checkpoint_epoch_105.pt,0.111734,0.097177,0.967083,False
9,120,checkpoint_epoch_120.pt,checkpoints_binary_classifier/trial_019/fold_9/checkpoint_epoch_120.pt,0.106504,0.09667,0.964245,False
9,135,checkpoint_epoch_135.pt,checkpoints_binary_classifier/trial_019/fold_9/checkpoint_epoch_135.pt,0.105087,0.096211,0.964813,False
9,150,checkpoint_epoch_150.pt,checkpoints_binary_classifier/trial_019/fold_9/checkpoint_epoch_150.pt,0.104179,0.096873,0.96538,False
9,151,checkpoint_epoch_151_final.pt,checkpoints_binary_classifier/trial_019/fold_9/checkpoint_epoch_151_final.pt,0.10113,0.096098,0.96538,True
