Fold,Epoch,Checkpoint_Filename,Checkpoint_Path,Train_Loss,Val_Loss,Accuracy,Is_Final
1,1,checkpoint_epoch_001.pt,checkpoints_binary_classifier/trial_006/fold_1/checkpoint_epoch_001.pt,0.804401,0.711955,0.54169,False
1,15,checkpoint_epoch_015.pt,checkpoints_binary_classifier/trial_006/fold_1/checkpoint_epoch_015.pt,0.617116,0.571363,0.842881,False
1,30,checkpoint_epoch_030.pt,checkpoints_binary_classifier/trial_006/fold_1/checkpoint_epoch_030.pt,0.465472,0.451735,0.942711,False
1,45,checkpoint_epoch_045.pt,checkpoints_binary_classifier/trial_006/fold_1/checkpoint_epoch_045.pt,0.357078,0.336711,0.958026,False
1,60,checkpoint_epoch_060.pt,checkpoints_binary_classifier/trial_006/fold_1/checkpoint_epoch_060.pt,0.284809,0.264896,0.960295,False
1,75,checkpoint_epoch_075.pt,checkpoints_binary_classifier/trial_006/fold_1/checkpoint_epoch_075.pt,0.236986,0.211417,0.960295,False
1,90,checkpoint_epoch_090.pt,checkpoints_binary_classifier/trial_006/fold_1/checkpoint_epoch_090.pt,0.207376,0.174286,0.960295,False
1,105,checkpoint_epoch_105.pt,checkpoints_binary_classifier/trial_006/fold_1/checkpoint_epoch_105.pt,0.184636,0.156776,0.960295,False
1,120,checkpoint_epoch_120.pt,checkpoints_binary_classifier/trial_006/fold_1/checkpoint_epoch_120.pt,0.176113,0.140472,0.960295,False
1,135,checkpoint_epoch_135.pt,checkpoints_binary_classifier/trial_006/fold_1/checkpoint_epoch_135.pt,0.16713,0.13508,0.960295,False
1,150,checkpoint_epoch_150.pt,checkpoints_binary_classifier/trial_006/fold_1/checkpoint_epoch_150.pt,0.16263,0.12964,0.960295,False
1,165,checkpoint_epoch_165.pt,checkpoints_binary_classifier/trial_006/fold_1/checkpoint_epoch_165.pt,0.156367,0.12404,0.960295,False
1,180,checkpoint_epoch_180.pt,checkpoints_binary_classifier/trial_006/fold_1/checkpoint_epoch_180.pt,0.155857,0.124159,0.960295,False
1,195,checkpoint_epoch_195.pt,checkpoints_binary_classifier/trial_006/fold_1/checkpoint_epoch_195.pt,0.153459,0.120534,0.960295,False
1,210,checkpoint_epoch_210.pt,checkpoints_binary_classifier/trial_006/fold_1/checkpoint_epoch_210.pt,0.147612,0.118226,0.960295,False
1,225,checkpoint_epoch_225.pt,checkpoints_binary_classifier/trial_006/fold_1/checkpoint_epoch_225.pt,0.14572,0.117652,0.960295,False
1,240,checkpoint_epoch_240.pt,checkpoints_binary_classifier/trial_006/fold_1/checkpoint_epoch_240.pt,0.145622,0.116494,0.960295,False
1,255,checkpoint_epoch_255.pt,checkpoints_binary_classifier/trial_006/fold_1/checkpoint_epoch_255.pt,0.142657,0.116718,0.960295,False
1,270,checkpoint_epoch_270.pt,checkpoints_binary_classifier/trial_006/fold_1/checkpoint_epoch_270.pt,0.143556,0.117459,0.960295,False
1,285,checkpoint_epoch_285.pt,checkpoints_binary_classifier/trial_006/fold_1/checkpoint_epoch_285.pt,0.141063,0.115409,0.960295,False
1,286,checkpoint_epoch_286_final.pt,checkpoints_binary_classifier/trial_006/fold_1/checkpoint_epoch_286_final.pt,0.140066,0.11515,0.960295,True
