Fold,Epoch,Checkpoint_Filename,Checkpoint_Path,Train_Loss,Val_Loss,RMSE,R2,Q2,Is_Final
0,1,checkpoint_epoch_001.pt,/Users/sdl5_mp/Documents/GitHub/SDL5_MP/transfer_learning/checkpoints_int_Mw_best/fold_0/checkpoint_epoch_001.pt,126.995676,105.733275,106.139354,-3.053995,-3.053699,False
0,15,checkpoint_epoch_015.pt,/Users/sdl5_mp/Documents/GitHub/SDL5_MP/transfer_learning/checkpoints_int_Mw_best/fold_0/checkpoint_epoch_015.pt,38.338943,32.982831,33.582346,0.594162,0.594192,False
0,30,checkpoint_epoch_030.pt,/Users/sdl5_mp/Documents/GitHub/SDL5_MP/transfer_learning/checkpoints_int_Mw_best/fold_0/checkpoint_epoch_030.pt,36.688232,32.588855,33.05994,0.60669,0.606719,False
0,45,checkpoint_epoch_045.pt,/Users/sdl5_mp/Documents/GitHub/SDL5_MP/transfer_learning/checkpoints_int_Mw_best/fold_0/checkpoint_epoch_045.pt,34.971414,32.117347,32.58477,0.617915,0.617943,False
0,60,checkpoint_epoch_060.pt,/Users/sdl5_mp/Documents/GitHub/SDL5_MP/transfer_learning/checkpoints_int_Mw_best/fold_0/checkpoint_epoch_060.pt,34.33446,31.301691,31.908927,0.633601,0.633627,False
0,75,checkpoint_epoch_075.pt,/Users/sdl5_mp/Documents/GitHub/SDL5_MP/transfer_learning/checkpoints_int_Mw_best/fold_0/checkpoint_epoch_075.pt,33.543321,31.48834,32.091008,0.629407,0.629434,False
0,90,checkpoint_epoch_090.pt,/Users/sdl5_mp/Documents/GitHub/SDL5_MP/transfer_learning/checkpoints_int_Mw_best/fold_0/checkpoint_epoch_090.pt,33.101522,30.967903,31.520119,0.642475,0.642501,False
0,105,checkpoint_epoch_105.pt,/Users/sdl5_mp/Documents/GitHub/SDL5_MP/transfer_learning/checkpoints_int_Mw_best/fold_0/checkpoint_epoch_105.pt,32.593792,31.168349,31.695487,0.638486,0.638512,False
0,120,checkpoint_epoch_120.pt,/Users/sdl5_mp/Documents/GitHub/SDL5_MP/transfer_learning/checkpoints_int_Mw_best/fold_0/checkpoint_epoch_120.pt,32.008477,31.005513,31.546341,0.64188,0.641906,False
0,135,checkpoint_epoch_135.pt,/Users/sdl5_mp/Documents/GitHub/SDL5_MP/transfer_learning/checkpoints_int_Mw_best/fold_0/checkpoint_epoch_135.pt,32.09855,30.968357,31.495356,0.643037,0.643063,False
0,150,checkpoint_epoch_150.pt,/Users/sdl5_mp/Documents/GitHub/SDL5_MP/transfer_learning/checkpoints_int_Mw_best/fold_0/checkpoint_epoch_150.pt,32.406536,31.039184,31.569482,0.641355,0.641381,False
0,165,checkpoint_epoch_165.pt,/Users/sdl5_mp/Documents/GitHub/SDL5_MP/transfer_learning/checkpoints_int_Mw_best/fold_0/checkpoint_epoch_165.pt,31.906583,31.199319,31.719064,0.637948,0.637974,False
0,180,checkpoint_epoch_180.pt,/Users/sdl5_mp/Documents/GitHub/SDL5_MP/transfer_learning/checkpoints_int_Mw_best/fold_0/checkpoint_epoch_180.pt,32.092768,31.126,31.625789,0.640074,0.6401,False
0,195,checkpoint_epoch_195.pt,/Users/sdl5_mp/Documents/GitHub/SDL5_MP/transfer_learning/checkpoints_int_Mw_best/fold_0/checkpoint_epoch_195.pt,32.094017,30.896516,31.453072,0.643995,0.644021,False
0,210,checkpoint_epoch_210.pt,/Users/sdl5_mp/Documents/GitHub/SDL5_MP/transfer_learning/checkpoints_int_Mw_best/fold_0/checkpoint_epoch_210.pt,32.222799,31.642588,32.15458,0.627937,0.627965,False
0,214,checkpoint_epoch_214_final.pt,/Users/sdl5_mp/Documents/GitHub/SDL5_MP/transfer_learning/checkpoints_int_Mw_best/fold_0/checkpoint_epoch_214_final.pt,32.57508,30.851999,31.421581,0.644707,0.644733,True
