Fold,Epoch,Checkpoint_Filename,Checkpoint_Path,Train_Loss,Val_Loss,Accuracy,Is_Final
9,1,checkpoint_epoch_001.pt,checkpoints_binary_classifier/trial_006/fold_9/checkpoint_epoch_001.pt,0.600702,0.603705,0.675369,False
9,15,checkpoint_epoch_015.pt,checkpoints_binary_classifier/trial_006/fold_9/checkpoint_epoch_015.pt,0.440538,0.443802,0.92168,False
9,30,checkpoint_epoch_030.pt,checkpoints_binary_classifier/trial_006/fold_9/checkpoint_epoch_030.pt,0.340972,0.326904,0.9563,False
9,45,checkpoint_epoch_045.pt,checkpoints_binary_classifier/trial_006/fold_9/checkpoint_epoch_045.pt,0.280238,0.254634,0.961975,False
9,60,checkpoint_epoch_060.pt,checkpoints_binary_classifier/trial_006/fold_9/checkpoint_epoch_060.pt,0.238616,0.214085,0.962543,False
9,75,checkpoint_epoch_075.pt,checkpoints_binary_classifier/trial_006/fold_9/checkpoint_epoch_075.pt,0.215926,0.182287,0.962543,False
9,90,checkpoint_epoch_090.pt,checkpoints_binary_classifier/trial_006/fold_9/checkpoint_epoch_090.pt,0.199378,0.162254,0.962543,False
9,105,checkpoint_epoch_105.pt,checkpoints_binary_classifier/trial_006/fold_9/checkpoint_epoch_105.pt,0.185882,0.150112,0.962543,False
9,120,checkpoint_epoch_120.pt,checkpoints_binary_classifier/trial_006/fold_9/checkpoint_epoch_120.pt,0.182191,0.142803,0.962543,False
9,135,checkpoint_epoch_135.pt,checkpoints_binary_classifier/trial_006/fold_9/checkpoint_epoch_135.pt,0.171912,0.134957,0.962543,False
9,150,checkpoint_epoch_150.pt,checkpoints_binary_classifier/trial_006/fold_9/checkpoint_epoch_150.pt,0.170597,0.131775,0.962543,False
9,165,checkpoint_epoch_165.pt,checkpoints_binary_classifier/trial_006/fold_9/checkpoint_epoch_165.pt,0.163261,0.127347,0.962543,False
9,180,checkpoint_epoch_180.pt,checkpoints_binary_classifier/trial_006/fold_9/checkpoint_epoch_180.pt,0.159484,0.126005,0.962543,False
9,195,checkpoint_epoch_195.pt,checkpoints_binary_classifier/trial_006/fold_9/checkpoint_epoch_195.pt,0.158386,0.1245,0.962543,False
9,210,checkpoint_epoch_210.pt,checkpoints_binary_classifier/trial_006/fold_9/checkpoint_epoch_210.pt,0.152792,0.123844,0.962543,False
9,225,checkpoint_epoch_225.pt,checkpoints_binary_classifier/trial_006/fold_9/checkpoint_epoch_225.pt,0.154933,0.123467,0.962543,False
9,240,checkpoint_epoch_240.pt,checkpoints_binary_classifier/trial_006/fold_9/checkpoint_epoch_240.pt,0.154029,0.12195,0.962543,False
9,255,checkpoint_epoch_255.pt,checkpoints_binary_classifier/trial_006/fold_9/checkpoint_epoch_255.pt,0.154615,0.121652,0.962543,False
9,270,checkpoint_epoch_270.pt,checkpoints_binary_classifier/trial_006/fold_9/checkpoint_epoch_270.pt,0.152751,0.121421,0.962543,False
9,285,checkpoint_epoch_285.pt,checkpoints_binary_classifier/trial_006/fold_9/checkpoint_epoch_285.pt,0.149394,0.12147,0.962543,False
9,300,checkpoint_epoch_300.pt,checkpoints_binary_classifier/trial_006/fold_9/checkpoint_epoch_300.pt,0.148283,0.120038,0.962543,False
9,315,checkpoint_epoch_315.pt,checkpoints_binary_classifier/trial_006/fold_9/checkpoint_epoch_315.pt,0.147906,0.119295,0.962543,False
9,325,checkpoint_epoch_325_final.pt,checkpoints_binary_classifier/trial_006/fold_9/checkpoint_epoch_325_final.pt,0.149191,0.11967,0.962543,True
