Fold,Epoch,Checkpoint_Filename,Checkpoint_Path,Train_Loss,Val_Loss,RMSE,R2,Q2,Is_Final
1,1,checkpoint_epoch_001.pt,/Users/sdl5_mp/Documents/GitHub/SDL5_MP/transfer_learning/checkpoints_int_Mw_best/fold_1/checkpoint_epoch_001.pt,130.893174,111.161106,111.600499,-3.499414,-3.487058,False
1,15,checkpoint_epoch_015.pt,/Users/sdl5_mp/Documents/GitHub/SDL5_MP/transfer_learning/checkpoints_int_Mw_best/fold_1/checkpoint_epoch_015.pt,38.349593,32.778291,33.47782,0.595109,0.596221,False
1,30,checkpoint_epoch_030.pt,/Users/sdl5_mp/Documents/GitHub/SDL5_MP/transfer_learning/checkpoints_int_Mw_best/fold_1/checkpoint_epoch_030.pt,36.455066,31.967423,32.586844,0.616374,0.617427,False
1,45,checkpoint_epoch_045.pt,/Users/sdl5_mp/Documents/GitHub/SDL5_MP/transfer_learning/checkpoints_int_Mw_best/fold_1/checkpoint_epoch_045.pt,35.078735,31.264677,31.941783,0.631411,0.632423,False
1,60,checkpoint_epoch_060.pt,/Users/sdl5_mp/Documents/GitHub/SDL5_MP/transfer_learning/checkpoints_int_Mw_best/fold_1/checkpoint_epoch_060.pt,33.898008,31.200322,31.925303,0.631792,0.632803,False
1,75,checkpoint_epoch_075.pt,/Users/sdl5_mp/Documents/GitHub/SDL5_MP/transfer_learning/checkpoints_int_Mw_best/fold_1/checkpoint_epoch_075.pt,33.91605,31.083392,31.695703,0.637069,0.638065,False
1,90,checkpoint_epoch_090.pt,/Users/sdl5_mp/Documents/GitHub/SDL5_MP/transfer_learning/checkpoints_int_Mw_best/fold_1/checkpoint_epoch_090.pt,32.799447,31.337186,31.937398,0.631513,0.632524,False
1,105,checkpoint_epoch_105.pt,/Users/sdl5_mp/Documents/GitHub/SDL5_MP/transfer_learning/checkpoints_int_Mw_best/fold_1/checkpoint_epoch_105.pt,32.804624,30.721868,31.405442,0.643685,0.644664,False
1,120,checkpoint_epoch_120.pt,/Users/sdl5_mp/Documents/GitHub/SDL5_MP/transfer_learning/checkpoints_int_Mw_best/fold_1/checkpoint_epoch_120.pt,32.416531,30.776939,31.435636,0.643,0.64398,False
1,135,checkpoint_epoch_135.pt,/Users/sdl5_mp/Documents/GitHub/SDL5_MP/transfer_learning/checkpoints_int_Mw_best/fold_1/checkpoint_epoch_135.pt,32.338688,30.659273,31.286601,0.646377,0.647348,False
1,150,checkpoint_epoch_150.pt,/Users/sdl5_mp/Documents/GitHub/SDL5_MP/transfer_learning/checkpoints_int_Mw_best/fold_1/checkpoint_epoch_150.pt,32.270801,30.663519,31.320977,0.6456,0.646573,False
1,153,checkpoint_epoch_153_final.pt,/Users/sdl5_mp/Documents/GitHub/SDL5_MP/transfer_learning/checkpoints_int_Mw_best/fold_1/checkpoint_epoch_153_final.pt,32.677137,31.045115,31.679756,0.637434,0.638429,True
