Fold,Epoch,Checkpoint_Filename,Checkpoint_Path,Train_Loss,Val_Loss,Accuracy,Is_Final
2,1,checkpoint_epoch_001.pt,checkpoints_binary_classifier/trial_006/fold_2/checkpoint_epoch_001.pt,0.79707,0.67399,0.580828,False
2,15,checkpoint_epoch_015.pt,checkpoints_binary_classifier/trial_006/fold_2/checkpoint_epoch_015.pt,0.586466,0.520087,0.880885,False
2,30,checkpoint_epoch_030.pt,checkpoints_binary_classifier/trial_006/fold_2/checkpoint_epoch_030.pt,0.425537,0.398907,0.938741,False
2,45,checkpoint_epoch_045.pt,checkpoints_binary_classifier/trial_006/fold_2/checkpoint_epoch_045.pt,0.327136,0.297206,0.951787,False
2,60,checkpoint_epoch_060.pt,checkpoints_binary_classifier/trial_006/fold_2/checkpoint_epoch_060.pt,0.263728,0.242049,0.952354,False
2,75,checkpoint_epoch_075.pt,checkpoints_binary_classifier/trial_006/fold_2/checkpoint_epoch_075.pt,0.224308,0.194577,0.954623,False
2,90,checkpoint_epoch_090.pt,checkpoints_binary_classifier/trial_006/fold_2/checkpoint_epoch_090.pt,0.203266,0.17014,0.95519,False
2,105,checkpoint_epoch_105.pt,checkpoints_binary_classifier/trial_006/fold_2/checkpoint_epoch_105.pt,0.185591,0.153778,0.955757,False
2,120,checkpoint_epoch_120.pt,checkpoints_binary_classifier/trial_006/fold_2/checkpoint_epoch_120.pt,0.177284,0.142809,0.955757,False
2,135,checkpoint_epoch_135.pt,checkpoints_binary_classifier/trial_006/fold_2/checkpoint_epoch_135.pt,0.170743,0.136595,0.955757,False
2,150,checkpoint_epoch_150.pt,checkpoints_binary_classifier/trial_006/fold_2/checkpoint_epoch_150.pt,0.161932,0.133029,0.955757,False
2,165,checkpoint_epoch_165.pt,checkpoints_binary_classifier/trial_006/fold_2/checkpoint_epoch_165.pt,0.155956,0.13075,0.955757,False
2,180,checkpoint_epoch_180.pt,checkpoints_binary_classifier/trial_006/fold_2/checkpoint_epoch_180.pt,0.156363,0.129641,0.955757,False
2,195,checkpoint_epoch_195.pt,checkpoints_binary_classifier/trial_006/fold_2/checkpoint_epoch_195.pt,0.152864,0.129356,0.955757,False
2,210,checkpoint_epoch_210.pt,checkpoints_binary_classifier/trial_006/fold_2/checkpoint_epoch_210.pt,0.153664,0.126835,0.955757,False
2,225,checkpoint_epoch_225.pt,checkpoints_binary_classifier/trial_006/fold_2/checkpoint_epoch_225.pt,0.149425,0.12923,0.955757,False
2,240,checkpoint_epoch_240.pt,checkpoints_binary_classifier/trial_006/fold_2/checkpoint_epoch_240.pt,0.148978,0.127203,0.955757,False
2,255,checkpoint_epoch_255.pt,checkpoints_binary_classifier/trial_006/fold_2/checkpoint_epoch_255.pt,0.152669,0.1266,0.955757,False
2,270,checkpoint_epoch_270.pt,checkpoints_binary_classifier/trial_006/fold_2/checkpoint_epoch_270.pt,0.150891,0.125909,0.955757,False
2,285,checkpoint_epoch_285.pt,checkpoints_binary_classifier/trial_006/fold_2/checkpoint_epoch_285.pt,0.150112,0.127259,0.955757,False
2,300,checkpoint_epoch_300.pt,checkpoints_binary_classifier/trial_006/fold_2/checkpoint_epoch_300.pt,0.149488,0.128428,0.955757,False
2,311,checkpoint_epoch_311_final.pt,checkpoints_binary_classifier/trial_006/fold_2/checkpoint_epoch_311_final.pt,0.152077,0.126481,0.955757,True
