Fold,Epoch,Checkpoint_Filename,Checkpoint_Path,Train_Loss,Val_Loss,Accuracy,Is_Final
9,1,checkpoint_epoch_001.pt,checkpoints_binary_classifier/trial_015/fold_9/checkpoint_epoch_001.pt,0.438894,0.405532,0.954597,False
9,15,checkpoint_epoch_015.pt,checkpoints_binary_classifier/trial_015/fold_9/checkpoint_epoch_015.pt,0.200588,0.141363,0.962543,False
9,30,checkpoint_epoch_030.pt,checkpoints_binary_classifier/trial_015/fold_9/checkpoint_epoch_030.pt,0.171627,0.123861,0.962543,False
9,45,checkpoint_epoch_045.pt,checkpoints_binary_classifier/trial_015/fold_9/checkpoint_epoch_045.pt,0.160841,0.116897,0.961975,False
9,60,checkpoint_epoch_060.pt,checkpoints_binary_classifier/trial_015/fold_9/checkpoint_epoch_060.pt,0.144915,0.111312,0.962543,False
9,75,checkpoint_epoch_075.pt,checkpoints_binary_classifier/trial_015/fold_9/checkpoint_epoch_075.pt,0.141684,0.10575,0.962543,False
9,90,checkpoint_epoch_090.pt,checkpoints_binary_classifier/trial_015/fold_9/checkpoint_epoch_090.pt,0.136859,0.107974,0.962543,False
9,105,checkpoint_epoch_105.pt,checkpoints_binary_classifier/trial_015/fold_9/checkpoint_epoch_105.pt,0.130529,0.106453,0.962543,False
9,120,checkpoint_epoch_120.pt,checkpoints_binary_classifier/trial_015/fold_9/checkpoint_epoch_120.pt,0.133354,0.102532,0.962543,False
9,135,checkpoint_epoch_135.pt,checkpoints_binary_classifier/trial_015/fold_9/checkpoint_epoch_135.pt,0.131549,0.104314,0.962543,False
9,150,checkpoint_epoch_150.pt,checkpoints_binary_classifier/trial_015/fold_9/checkpoint_epoch_150.pt,0.128893,0.103877,0.962543,False
9,165,checkpoint_epoch_165.pt,checkpoints_binary_classifier/trial_015/fold_9/checkpoint_epoch_165.pt,0.130014,0.102229,0.962543,False
9,170,checkpoint_epoch_170_final.pt,checkpoints_binary_classifier/trial_015/fold_9/checkpoint_epoch_170_final.pt,0.130851,0.102429,0.962543,True
