Fold,Epoch,Checkpoint_Filename,Checkpoint_Path,Train_Loss,Val_Loss,RMSE,R2,Q2,Is_Final
9,1,checkpoint_epoch_001.pt,/Users/sdl5_mp/Documents/GitHub/SDL5_MP/transfer_learning/checkpoints_int_Mw_best/fold_9/checkpoint_epoch_001.pt,127.364519,105.762193,106.509404,-3.328086,-3.328057,False
9,15,checkpoint_epoch_015.pt,/Users/sdl5_mp/Documents/GitHub/SDL5_MP/transfer_learning/checkpoints_int_Mw_best/fold_9/checkpoint_epoch_015.pt,38.256669,33.446552,34.533811,0.545002,0.545006,False
9,30,checkpoint_epoch_030.pt,/Users/sdl5_mp/Documents/GitHub/SDL5_MP/transfer_learning/checkpoints_int_Mw_best/fold_9/checkpoint_epoch_030.pt,36.391448,32.776935,33.909197,0.561313,0.561316,False
9,45,checkpoint_epoch_045.pt,/Users/sdl5_mp/Documents/GitHub/SDL5_MP/transfer_learning/checkpoints_int_Mw_best/fold_9/checkpoint_epoch_045.pt,35.118751,31.826877,32.91813,0.586581,0.586584,False
9,60,checkpoint_epoch_060.pt,/Users/sdl5_mp/Documents/GitHub/SDL5_MP/transfer_learning/checkpoints_int_Mw_best/fold_9/checkpoint_epoch_060.pt,33.896917,31.778067,32.892847,0.587216,0.587219,False
9,75,checkpoint_epoch_075.pt,/Users/sdl5_mp/Documents/GitHub/SDL5_MP/transfer_learning/checkpoints_int_Mw_best/fold_9/checkpoint_epoch_075.pt,33.38956,31.674645,32.788796,0.589823,0.589826,False
9,90,checkpoint_epoch_090.pt,/Users/sdl5_mp/Documents/GitHub/SDL5_MP/transfer_learning/checkpoints_int_Mw_best/fold_9/checkpoint_epoch_090.pt,32.728592,31.658283,32.833405,0.588707,0.588709,False
9,105,checkpoint_epoch_105.pt,/Users/sdl5_mp/Documents/GitHub/SDL5_MP/transfer_learning/checkpoints_int_Mw_best/fold_9/checkpoint_epoch_105.pt,33.004831,31.59227,32.706294,0.591885,0.591888,False
9,120,checkpoint_epoch_120.pt,/Users/sdl5_mp/Documents/GitHub/SDL5_MP/transfer_learning/checkpoints_int_Mw_best/fold_9/checkpoint_epoch_120.pt,32.343698,31.797212,32.952927,0.585707,0.585709,False
9,135,checkpoint_epoch_135.pt,/Users/sdl5_mp/Documents/GitHub/SDL5_MP/transfer_learning/checkpoints_int_Mw_best/fold_9/checkpoint_epoch_135.pt,32.832778,31.79881,32.892887,0.587215,0.587218,False
9,137,checkpoint_epoch_137_final.pt,/Users/sdl5_mp/Documents/GitHub/SDL5_MP/transfer_learning/checkpoints_int_Mw_best/fold_9/checkpoint_epoch_137_final.pt,32.723048,31.474883,32.643478,0.593451,0.593454,True
